company_id,year,sales,net_profit,previous_sales,previous_profit,Sales Growth %,Profit Growth %,Asset Growth %
SHRIRAMFIN,Mar 2016,10359,1184,9177.0,1028.0,12.88,15.18,9.43
SHRIRAMFIN,Mar 2017,10903,1266,10359.0,1184.0,5.25,6.93,9.46
SHRIRAMFIN,Mar 2018,13502,2549,10903.0,1266.0,23.84,101.34,30.78
SHRIRAMFIN,Mar 2019,15536,2576,13502.0,2549.0,15.06,1.06,8.28
SHRIRAMFIN,Mar 2020,16561,2512,15536.0,2576.0,6.6,-2.48,8.39
SHRIRAMFIN,Mar 2021,17422,2499,16561.0,2512.0,5.2,-0.52,13.69
SHRIRAMFIN,Mar 2022,19255,2721,17422.0,2499.0,10.52,8.88,9.51
SHRIRAMFIN,Mar 2023,30492,6020,19255.0,2721.0,58.36,121.24,48.01
SHRIRAMFIN,Mar 2024,36388,7399,30492.0,6020.0,19.34,22.91,17.9
SHRIRAMFIN,TTM,39864,9454,36388.0,7399.0,9.55,27.77,
SIEMENS,Sep 2011,11955,868,,,,,
SIEMENS,Sep 2014,10678,603,11955.0,868.0,-10.68,-30.53,1.3
SIEMENS,Sep 2015,10563,1174,10678.0,603.0,-1.08,94.69,2.78
SIEMENS,Sep 2016,10837,2914,10563.0,1174.0,2.59,148.21,13.33
SIEMENS,Sep 2017,11065,1137,10837.0,2914.0,2.1,-60.98,9.61
SIEMENS,Sep 2018,12795,901,11065.0,1137.0,15.63,-20.76,9.12
SIEMENS,Sep 2019,13084,1099,12795.0,901.0,2.26,21.98,7.13
SIEMENS,Sep 2020,9946,769,13084.0,1099.0,-23.98,-30.03,3.27
SIEMENS,Sep 2021,13198,1089,9946.0,769.0,32.7,41.61,13.59
SIEMENS,Sep 2022,16138,1543,13198.0,1089.0,22.28,41.69,11.62
SIEMENS,Sep 2023,19554,1962,16138.0,1543.0,21.17,27.15,7.64
SIEMENS,Sep 2024,22240,2718,19554.0,1962.0,13.74,38.53,16.88
SUNPHARMA,Mar 2013,11131,3469,,,,,
SUNPHARMA,Mar 2014,16080,3879,11131.0,3469.0,44.46,11.82,42.78
SUNPHARMA,Mar 2015,27392,5476,16080.0,3879.0,70.35,41.17,67.46
SUNPHARMA,Mar 2016,28487,5658,27392.0,5476.0,4.0,3.32,13.76
SUNPHARMA,Mar 2017,31578,7846,28487.0,5658.0,10.85,38.67,10.22
SUNPHARMA,Mar 2018,26489,2542,31578.0,7846.0,-16.12,-67.6,5.24
SUNPHARMA,Mar 2019,29066,3208,26489.0,2542.0,9.73,26.2,0.46
SUNPHARMA,Mar 2020,32838,4172,29066.0,3208.0,12.98,30.05,5.58
SUNPHARMA,Mar 2021,33498,2272,32838.0,4172.0,2.01,-45.54,-0.84
SUNPHARMA,Mar 2022,38654,3389,33498.0,2272.0,15.39,49.16,3.19
SUNPHARMA,Mar 2023,43886,8513,38654.0,3389.0,13.54,151.2,15.67
SUNPHARMA,Mar 2024,48497,9610,43886.0,8513.0,10.51,12.89,5.69
SUNPHARMA,TTM,50308,11117,48497.0,9610.0,3.73,15.68,
TATACONSUM,Mar 2013,7351,445,,,,,
TATACONSUM,Mar 2014,7738,510,7351.0,445.0,5.26,14.61,12.7
TATACONSUM,Mar 2015,7993,273,7738.0,510.0,3.3,-46.47,-4.57
TATACONSUM,Mar 2016,6637,-37,7993.0,273.0,-16.96,-113.55,4.62
TATACONSUM,Mar 2017,6780,455,6637.0,-37.0,2.15,-1329.73,-3.48
TATACONSUM,Mar 2018,6815,556,6780.0,455.0,0.52,22.2,9.53
TATACONSUM,Mar 2019,7252,457,6815.0,556.0,6.41,-17.81,4.01
TATACONSUM,Mar 2020,9637,460,7252.0,457.0,32.89,0.66,69.77
TATACONSUM,Mar 2021,11602,930,9637.0,460.0,20.39,102.17,9.45
TATACONSUM,Mar 2022,12425,1015,11602.0,930.0,7.09,9.14,4.24
TATACONSUM,Mar 2023,13783,1320,12425.0,1015.0,10.93,30.05,8.0
TATACONSUM,Mar 2024,15206,1215,13783.0,1320.0,10.32,-7.95,22.48
TATACONSUM,TTM,16297,1170,15206.0,1215.0,7.17,-3.7,
TATAMOTORS,Mar 2013,188793,9976,,,,,
TATAMOTORS,Mar 2014,232834,14050,188793.0,9976.0,23.33,40.84,29.76
TATAMOTORS,Mar 2015,263159,14073,232834.0,14050.0,13.02,0.16,8.65
TATAMOTORS,Mar 2016,273046,11678,263159.0,14073.0,3.76,-17.02,10.9
TATAMOTORS,Mar 2017,269693,7557,273046.0,11678.0,-1.23,-35.29,3.57
TATAMOTORS,Mar 2018,291550,9091,269693.0,7557.0,8.1,20.3,20.04
TATAMOTORS,Mar 2019,301938,-28724,291550.0,9091.0,3.56,-415.96,-6.57
TATAMOTORS,Mar 2020,261068,-11975,301938.0,-28724.0,-13.54,-58.31,4.74
TATAMOTORS,Mar 2021,249795,-13395,261068.0,-11975.0,-4.32,11.86,6.68
TATAMOTORS,Mar 2022,278454,-11309,249795.0,-13395.0,11.47,-15.57,-3.66
TATAMOTORS,Mar 2023,345967,2690,278454.0,-11309.0,24.25,-123.79,1.71
TATAMOTORS,Mar 2024,437928,31807,345967.0,2690.0,26.58,1082.42,10.41
TATAMOTORS,TTM,440061,33816,437928.0,31807.0,0.49,6.32,
TATAPOWER,Mar 2013,33177,123,,,,,
TATAPOWER,Mar 2014,35726,12,33177.0,123.0,7.68,-90.24,6.13
TATAPOWER,Mar 2015,33593,457,35726.0,12.0,-5.97,3708.33,5.33
TATAPOWER,Mar 2016,29494,786,33593.0,457.0,-12.2,71.99,-6.82
TATAPOWER,Mar 2017,27588,1100,29494.0,786.0,-6.46,39.95,18.23
TATAPOWER,Mar 2018,26840,2611,27588.0,1100.0,-2.71,137.36,-1.13
TATAPOWER,Mar 2019,29881,2606,26840.0,2611.0,11.33,-0.19,2.66
TATAPOWER,Mar 2020,29136,1316,29881.0,2606.0,-2.49,-49.5,6.66
TATAPOWER,Mar 2021,32703,1439,29136.0,1316.0,12.24,9.35,10.02
TATAPOWER,Mar 2022,42816,2156,32703.0,1439.0,30.92,49.83,14.08
TATAPOWER,Mar 2023,55109,3810,42816.0,2156.0,28.71,76.72,13.81
TATAPOWER,Mar 2024,61449,4280,55109.0,3810.0,11.5,12.34,8.55
TATAPOWER,TTM,63489,4403,61449.0,4280.0,3.32,2.87,
TATASTEEL,Mar 2013,134712,-7272,,,,,
TATASTEEL,Mar 2014,148614,3665,134712.0,-7272.0,10.32,-150.4,16.84
TATASTEEL,Mar 2015,139504,-3939,148614.0,3665.0,-6.13,-207.48,-7.28
TATASTEEL,Mar 2016,101965,-497,139504.0,-3939.0,-26.91,-87.38,11.17
TATASTEEL,Mar 2017,112299,-4169,101965.0,-497.0,10.13,738.83,-2.51
TATASTEEL,Mar 2018,123249,17743,112299.0,-4169.0,9.75,-525.59,21.04
TATASTEEL,Mar 2019,157669,9122,123249.0,17743.0,27.93,-48.59,11.52
TATASTEEL,Mar 2020,139817,1174,157669.0,9122.0,-11.32,-87.13,7.04
TATASTEEL,Mar 2021,156294,8190,139817.0,1174.0,11.78,597.61,-2.1
TATASTEEL,Mar 2022,243959,41749,156294.0,8190.0,56.09,409.76,15.79
TATASTEEL,Mar 2023,243353,8075,243959.0,41749.0,-0.25,-80.66,1.05
TATASTEEL,Mar 2024,229171,-4910,243353.0,8075.0,-5.83,-160.8,-5.64
TATASTEEL,TTM,221012,2527,229171.0,-4910.0,-3.56,-151.47,
TCS,Mar 2013,62989,14076,,,,,
TCS,Mar 2014,81809,19332,62989.0,14076.0,29.88,37.34,28.69
TCS,Mar 2015,94648,20060,81809.0,19332.0,15.69,3.77,9.71
TCS,Mar 2016,108646,24338,94648.0,20060.0,14.79,21.33,20.42
TCS,Mar 2017,117966,26357,108646.0,24338.0,8.58,8.3,15.9
TCS,Mar 2018,123104,25880,117966.0,26357.0,4.36,-1.81,2.73
TCS,Mar 2019,146463,31562,123104.0,25880.0,18.98,21.96,8.35
TCS,Mar 2020,156949,32447,146463.0,31562.0,7.16,2.8,5.47
TCS,Mar 2021,164177,32562,156949.0,32447.0,4.61,0.35,8.21
TCS,Mar 2022,191754,38449,164177.0,32562.0,16.8,18.08,8.41
TCS,Mar 2023,225458,42303,191754.0,38449.0,17.58,10.02,1.37
TCS,Mar 2024,240893,46099,225458.0,42303.0,6.85,8.97,1.83
TCS,TTM,252082,49006,240893.0,46099.0,4.64,6.31,
TECHM,Mar 2013,6873,1307,,,,,
TECHM,Mar 2013,6873,1307,,,,,0.0
TECHM,Mar 2014,18802,3062,6873.0,1307.0,173.56,134.28,77.43
TECHM,Mar 2014,18802,3062,6873.0,1307.0,173.56,134.28,0.0
TECHM,Mar 2015,22621,2659,18802.0,3062.0,20.31,-13.16,24.52
TECHM,Mar 2015,22621,2659,18802.0,3062.0,20.31,-13.16,0.0
TECHM,Mar 2016,26494,3027,22621.0,2659.0,17.12,13.84,13.49
TECHM,Mar 2016,26494,3027,22621.0,2659.0,17.12,13.84,0.0
TECHM,Mar 2017,29141,2851,26494.0,3027.0,9.99,-5.81,15.68
TECHM,Mar 2017,29141,2851,26494.0,3027.0,9.99,-5.81,0.0
TECHM,Mar 2018,30773,3786,29141.0,2851.0,5.6,32.8,16.79
TECHM,Mar 2018,30773,3786,29141.0,2851.0,5.6,32.8,0.0
TECHM,Mar 2019,34742,4289,30773.0,3786.0,12.9,13.29,9.91
TECHM,Mar 2019,34742,4289,30773.0,3786.0,12.9,13.29,0.0
TECHM,Mar 2020,36868,3897,34742.0,4289.0,6.12,-9.14,11.58
TECHM,Mar 2020,36868,3897,34742.0,4289.0,6.12,-9.14,0.0
TECHM,Mar 2021,37855,4353,36868.0,3897.0,2.68,11.7,6.12
TECHM,Mar 2021,37855,4353,36868.0,3897.0,2.68,11.7,0.0
TECHM,Mar 2022,44646,5630,37855.0,4353.0,17.94,29.34,12.16
TECHM,Mar 2022,44646,5630,37855.0,4353.0,17.94,29.34,0.0
TECHM,Mar 2023,53290,4857,44646.0,5630.0,19.36,-13.73,3.18
TECHM,Mar 2023,53290,4857,44646.0,5630.0,19.36,-13.73,0.0
TECHM,Mar 2024,51996,2397,53290.0,4857.0,-2.43,-50.65,-5.84
TECHM,Mar 2024,51996,2397,53290.0,4857.0,-2.43,-50.65,0.0
TECHM,TTM,52476,3775,51996.0,2397.0,0.92,57.49,
TITAN,Mar 2013,10123,725,,,,,
TITAN,Mar 2014,10927,735,10123.0,725.0,7.94,1.38,3.86
TITAN,Mar 2015,11913,816,10927.0,735.0,9.02,11.02,-3.98
TITAN,Mar 2016,11276,675,11913.0,816.0,-5.35,-17.28,8.08
TITAN,Mar 2017,13261,697,11276.0,675.0,17.6,3.26,32.58
TITAN,Mar 2018,16120,1102,13261.0,697.0,21.56,58.11,13.24
TITAN,Mar 2019,19779,1389,16120.0,1102.0,22.7,26.04,22.99
TITAN,Mar 2020,21052,1493,19779.0,1389.0,6.44,7.49,15.66
TITAN,Mar 2021,21644,974,21052.0,1493.0,2.81,-34.76,21.41
TITAN,Mar 2022,28799,2198,21644.0,974.0,33.06,125.67,28.85
TITAN,Mar 2023,40575,3274,28799.0,2198.0,40.89,48.95,27.53
TITAN,Mar 2024,51084,3496,40575.0,3274.0,25.9,6.78,16.75
TITAN,TTM,54458,3243,51084.0,3496.0,6.6,-7.24,
TORNTPHARM,Mar 2013,3203,435,,,,,
TORNTPHARM,Mar 2014,4172,664,3203.0,435.0,30.25,52.64,33.81
TORNTPHARM,Mar 2015,4636,751,4172.0,664.0,11.12,13.1,55.71
TORNTPHARM,Mar 2016,6687,1733,4636.0,751.0,44.24,130.76,13.63
TORNTPHARM,Mar 2017,5816,934,6687.0,1733.0,-13.03,-46.11,8.05
TORNTPHARM,Mar 2018,5950,678,5816.0,934.0,2.3,-27.41,48.35
TORNTPHARM,Mar 2019,7673,436,5950.0,678.0,28.96,-35.69,-0.91
TORNTPHARM,Mar 2020,7939,1025,7673.0,436.0,3.47,135.09,-0.73
TORNTPHARM,Mar 2021,8005,1252,7939.0,1025.0,0.83,22.15,0.46
TORNTPHARM,Mar 2022,8508,777,8005.0,1252.0,6.28,-37.94,-8.31
TORNTPHARM,Mar 2023,9620,1245,8508.0,777.0,13.07,60.23,13.2
TORNTPHARM,Mar 2024,10728,1656,9620.0,1245.0,11.52,33.01,-0.72
TORNTPHARM,TTM,11302,1862,10728.0,1656.0,5.35,12.44,
TRENT,Mar 2013,2132,-27,,,,,
TRENT,Mar 2014,2333,-19,2132.0,-27.0,9.43,-29.63,-12.36
TRENT,Mar 2015,2284,129,2333.0,-19.0,-2.1,-778.95,14.0
TRENT,Mar 2016,1686,55,2284.0,129.0,-26.18,-57.36,-2.27
TRENT,Mar 2017,1812,85,1686.0,55.0,7.47,54.55,3.01
TRENT,Mar 2018,2157,87,1812.0,85.0,19.04,2.35,5.13
TRENT,Mar 2019,2630,95,2157.0,87.0,21.93,9.2,9.55
TRENT,Mar 2020,3486,106,2630.0,95.0,32.55,11.58,115.2
TRENT,Mar 2021,2593,-181,3486.0,106.0,-25.62,-270.75,3.94
TRENT,Mar 2022,4498,35,2593.0,-181.0,73.47,-119.34,34.98
TRENT,Mar 2023,8242,394,4498.0,35.0,83.24,1025.71,4.61
TRENT,Mar 2024,12375,1477,8242.0,394.0,50.15,274.87,-11.38
TRENT,TTM,15025,1809,12375.0,1477.0,21.41,22.48,
TVSMOTOR,Mar 2013,7510,198,,,,,
TVSMOTOR,Mar 2014,8384,187,7510.0,198.0,11.64,-5.56,7.42
TVSMOTOR,Mar 2015,10256,328,8384.0,187.0,22.33,75.4,25.83
TVSMOTOR,Mar 2016,11377,429,10256.0,328.0,10.93,30.79,12.6
TVSMOTOR,Mar 2017,12463,509,11377.0,429.0,9.55,18.65,19.08
TVSMOTOR,Mar 2018,16340,665,12463.0,509.0,31.11,30.65,115.24
TVSMOTOR,Mar 2019,20160,725,16340.0,665.0,23.38,9.02,26.58
TVSMOTOR,Mar 2020,18849,647,20160.0,725.0,-6.5,-10.76,15.43
TVSMOTOR,Mar 2021,19421,608,18849.0,647.0,3.03,-6.03,13.45
TVSMOTOR,Mar 2022,24355,731,19421.0,608.0,25.41,20.23,23.11
TVSMOTOR,Mar 2023,31974,1309,24355.0,731.0,31.28,79.07,30.11
TVSMOTOR,Mar 2024,39145,1779,31974.0,1309.0,22.43,35.91,19.98
TVSMOTOR,TTM,42886,2094,39145.0,1779.0,9.56,17.71,
ULTRACEMCO,Mar 2013,20514,2688,,,,,
ULTRACEMCO,Mar 2014,20730,2213,20514.0,2688.0,1.05,-17.67,8.8
ULTRACEMCO,Mar 2015,23306,2102,20730.0,2213.0,12.43,-5.02,18.23
ULTRACEMCO,Mar 2016,25153,2480,23306.0,2102.0,7.92,17.98,8.25
ULTRACEMCO,Mar 2017,25375,2714,25153.0,2480.0,0.88,9.44,2.47
ULTRACEMCO,Mar 2018,30979,2224,25375.0,2714.0,22.08,-18.05,35.38
ULTRACEMCO,Mar 2019,41462,2400,30979.0,2224.0,33.84,7.91,33.92
ULTRACEMCO,Mar 2020,42430,5751,41462.0,2400.0,2.33,139.62,3.51
ULTRACEMCO,Mar 2021,44726,5462,42430.0,5751.0,5.41,-5.03,8.79
ULTRACEMCO,Mar 2022,52599,7334,44726.0,5462.0,17.6,34.27,-2.74
ULTRACEMCO,Mar 2023,63240,5073,52599.0,7334.0,20.23,-30.83,9.03
ULTRACEMCO,Mar 2024,70908,7004,63240.0,5073.0,12.13,38.06,10.31
ULTRACEMCO,TTM,71317,6252,70908.0,7004.0,0.58,-10.74,
UNIONBANK,Mar 2013,25169,2146,,,,,
UNIONBANK,Mar 2014,29394,1687,25169.0,2146.0,16.79,-21.39,13.45
UNIONBANK,Mar 2015,32164,1771,29394.0,1687.0,9.42,4.98,8.04
UNIONBANK,Mar 2016,32316,1347,32164.0,1771.0,0.47,-23.94,6.2
UNIONBANK,Mar 2017,32817,573,32316.0,1347.0,1.55,-57.46,11.86
UNIONBANK,Mar 2018,32952,-5212,32817.0,573.0,0.41,-1009.6,7.78
UNIONBANK,Mar 2019,34314,-2922,32952.0,-5212.0,4.13,-43.94,1.52
UNIONBANK,Mar 2020,37479,-3121,34314.0,-2922.0,9.22,6.81,11.42
UNIONBANK,Mar 2021,69311,2863,37479.0,-3121.0,84.93,-191.73,94.84
UNIONBANK,Mar 2022,68230,5265,69311.0,2863.0,-1.56,83.9,10.29
UNIONBANK,Mar 2023,81163,8512,68230.0,5265.0,18.96,61.67,7.92
UNIONBANK,Mar 2024,100376,13797,81163.0,8512.0,23.67,62.09,8.82
UNIONBANK,TTM,107058,16344,100376.0,13797.0,6.66,18.46,
UNITDSPR,Mar 2013,10378,-105,,,,,
UNITDSPR,Mar 2014,10508,-4489,10378.0,-105.0,1.25,4175.24,
UNITDSPR,Mar 2015,9254,-1687,10508.0,-4489.0,-11.93,-62.42,
UNITDSPR,Mar 2016,8495,143,9254.0,-1687.0,-8.2,-108.48,
UNITDSPR,Mar 2017,8818,93,8495.0,143.0,3.8,-34.97,
UNITDSPR,Mar 2018,8591,652,8818.0,93.0,-2.57,601.08,
UNITDSPR,Mar 2019,9341,684,8591.0,652.0,8.73,4.91,
UNITDSPR,Mar 2020,9325,621,9341.0,684.0,-0.17,-9.21,
UNITDSPR,Mar 2021,8131,362,9325.0,621.0,-12.8,-41.71,
UNITDSPR,Mar 2022,9712,811,8131.0,362.0,19.44,124.03,
UNITDSPR,Mar 2023,10612,1126,9712.0,811.0,9.27,38.84,
UNITDSPR,Mar 2024,11321,1408,10612.0,1126.0,6.68,25.04,
UNITDSPR,TTM,11821,1402,11321.0,1408.0,4.42,-0.43,
VBL,Dec 2012,1800,25,,,,,
VBL,Dec 2013,2115,-40,1800.0,25.0,17.5,-260.0,
VBL,Dec 2014,2502,-20,2115.0,-40.0,18.3,-50.0,
VBL,Dec 2015,3394,113,2502.0,-20.0,35.65,-665.0,
VBL,Dec 2016,3861,48,3394.0,113.0,13.76,-57.52,
VBL,Dec 2017,4004,214,3861.0,48.0,3.7,345.83,
VBL,Dec 2018,5105,300,4004.0,214.0,27.5,40.19,
VBL,Dec 2019,7130,472,5105.0,300.0,39.67,57.33,
VBL,Dec 2020,6450,357,7130.0,472.0,-9.54,-24.36,
VBL,Dec 2021,8823,746,6450.0,357.0,36.79,108.96,
VBL,Dec 2022,13173,1550,8823.0,746.0,49.3,107.77,
VBL,Dec 2023,16043,2102,13173.0,1550.0,21.79,35.61,
VBL,TTM,18987,2582,16043.0,2102.0,18.35,22.84,
VEDL,Mar 2013,2749,2280,,,,,
VEDL,Mar 2014,66152,11421,2749.0,2280.0,2306.4,400.92,
VEDL,Mar 2015,73710,-11369,66152.0,11421.0,11.43,-199.54,
VEDL,Mar 2016,64262,-17862,73710.0,-11369.0,-12.82,57.11,
VEDL,Mar 2017,72225,11316,64262.0,-17862.0,12.39,-163.35,
VEDL,Mar 2018,91866,13692,72225.0,11316.0,27.19,21.0,
VEDL,Mar 2019,92048,9698,91866.0,13692.0,0.2,-29.17,
VEDL,Mar 2020,84447,-4744,92048.0,9698.0,-8.26,-148.92,
VEDL,Mar 2021,88021,15032,84447.0,-4744.0,4.23,-416.86,
VEDL,Mar 2022,132732,23710,88021.0,15032.0,50.8,57.73,
VEDL,Mar 2023,147308,14503,132732.0,23710.0,10.98,-38.83,
VEDL,Mar 2024,143727,7539,147308.0,14503.0,-2.43,-48.02,
VEDL,TTM,144448,15841,143727.0,7539.0,0.5,110.12,
WIPRO,Mar 2013,37430,6182,,,,,
WIPRO,Mar 2014,43424,7991,37430.0,6182.0,16.01,29.26,
WIPRO,Mar 2015,46951,8714,43424.0,7991.0,8.12,9.05,
WIPRO,Mar 2016,51244,8957,46951.0,8714.0,9.14,2.79,
WIPRO,Mar 2017,55448,8518,51244.0,8957.0,8.2,-4.9,
WIPRO,Mar 2018,54487,8003,55448.0,8518.0,-1.73,-6.05,
WIPRO,Mar 2019,59019,9018,54487.0,8003.0,8.32,12.68,
WIPRO,Mar 2020,61138,9772,59019.0,9018.0,3.59,8.36,
WIPRO,Mar 2021,61935,10868,61138.0,9772.0,1.3,11.22,
WIPRO,Mar 2022,79312,12243,61935.0,10868.0,28.06,12.65,
WIPRO,Mar 2023,90488,11366,79312.0,12243.0,14.09,-7.16,
WIPRO,Mar 2024,89760,11112,90488.0,11366.0,-0.8,-2.23,
WIPRO,TTM,88792,12488,89760.0,11112.0,-1.08,12.38,
ZOMATO,Mar 2018,466,-107,,,,,
ZOMATO,Mar 2019,1313,-1010,466.0,-107.0,181.76,843.93,
ZOMATO,Mar 2020,2605,-2386,1313.0,-1010.0,98.4,136.24,
ZOMATO,Mar 2021,1994,-816,2605.0,-2386.0,-23.45,-65.8,
ZOMATO,Mar 2022,4192,-1222,1994.0,-816.0,110.23,49.75,
ZOMATO,Mar 2023,7079,-971,4192.0,-1222.0,68.87,-20.54,
ZOMATO,Mar 2024,12114,351,7079.0,-971.0,71.13,-136.15,
ZOMATO,TTM,17972,663,12114.0,351.0,48.36,88.89,
ZYDUSLIFE,Mar 2013,6358,690,,,,,
ZYDUSLIFE,Mar 2014,7224,836,6358.0,690.0,13.62,21.16,
ZYDUSLIFE,Mar 2015,8651,1188,7224.0,836.0,19.75,42.11,
ZYDUSLIFE,Mar 2016,9427,1964,8651.0,1188.0,8.97,65.32,
ZYDUSLIFE,Mar 2017,9376,1517,9427.0,1964.0,-0.54,-22.76,
ZYDUSLIFE,Mar 2018,11905,1810,9376.0,1517.0,26.97,19.31,
ZYDUSLIFE,Mar 2019,13166,1899,11905.0,1810.0,10.59,4.92,
ZYDUSLIFE,Mar 2020,14253,1204,13166.0,1899.0,8.26,-36.6,
ZYDUSLIFE,Mar 2021,14404,2185,14253.0,1204.0,1.06,81.48,
ZYDUSLIFE,Mar 2022,15110,4618,14404.0,2185.0,4.9,111.35,
ZYDUSLIFE,Mar 2023,17237,2092,15110.0,4618.0,14.08,-54.7,
ZYDUSLIFE,Mar 2024,19547,3973,17237.0,2092.0,13.4,89.91,
ZYDUSLIFE,TTM,21484,4439,19547.0,3973.0,9.91,11.73,
