company_id,year,Net Profit Margin,Operating Profit Margin,ROE,ROCE,ROA
DRREDDY,Mar 2022,10.13,17.49,11.36,16.68,7.34
DRREDDY,Mar 2023,18.27,26.23,19.35,26.27,13.99
DRREDDY,Mar 2024,19.91,28.32,19.74,26.22,14.38
EICHERMOT,Dec 2012,7.43,8.61,27.07,30.93,10.62
EICHERMOT,Dec 2013,7.71,10.5,25.55,33.43,9.84
EICHERMOT,Dec 2014,8.03,12.79,27.9,43.43,10.96
EICHERMOT,Mar 2016,21.68,27.38,36.63,45.97,27.09
EICHERMOT,Mar 2017,23.7,30.91,31.19,39.84,23.78
EICHERMOT,Mar 2018,21.86,31.33,27.88,39.12,20.58
EICHERMOT,Mar 2019,22.49,29.64,24.7,31.89,19.35
EICHERMOT,Mar 2020,19.96,23.85,18.3,21.34,14.67
EICHERMOT,Mar 2021,15.45,20.45,11.78,15.3,9.25
EICHERMOT,Mar 2022,16.28,21.15,13.3,17.13,10.39
EICHERMOT,Mar 2023,20.18,23.86,19.44,22.56,15.18
EICHERMOT,Mar 2024,24.2,26.18,22.17,23.45,17.31
GAIL,Mar 2013,8.57,14.57,15.17,16.41,7.3
GAIL,Mar 2014,7.75,12.93,14.75,15.66,7.16
GAIL,Mar 2015,5.22,9.3,9.29,10.76,4.54
GAIL,Mar 2016,3.6,8.71,5.15,9.98,3.17
GAIL,Mar 2017,6.95,12.4,8.58,13.13,5.79
GAIL,Mar 2018,8.82,14.32,11.53,17.13,7.83
GAIL,Mar 2019,8.6,13.04,14.24,20.61,9.58
GAIL,Mar 2020,13.12,12.44,19.31,16.06,12.7
GAIL,Mar 2021,10.71,12.63,11.55,11.87,7.58
GAIL,Mar 2022,13.26,16.34,19.19,20.68,12.74
GAIL,Mar 2023,3.84,5.15,8.62,9.06,5.19
GAIL,Mar 2024,7.43,10.74,12.86,14.49,7.94
GODREJCP,Mar 2013,13.18,15.52,25.51,17.25,10.98
GODREJCP,Mar 2014,10.78,15.38,21.7,19.01,9.84
GODREJCP,Mar 2015,11.8,16.67,22.64,19.62,10.7
GODREJCP,Mar 2016,9.86,19.67,19.48,23.15,8.59
GODREJCP,Mar 2017,14.11,20.58,24.67,20.5,10.11
GODREJCP,Mar 2018,16.59,21.16,26.11,21.34,11.79
GODREJCP,Mar 2019,22.71,20.67,32.23,20.02,16.62
GODREJCP,Mar 2020,15.1,21.73,18.95,18.77,10.06
GODREJCP,Mar 2021,15.6,21.75,18.23,21.22,12.08
GODREJCP,Mar 2022,14.52,19.62,15.43,18.17,11.09
GODREJCP,Mar 2023,12.78,18.35,12.34,16.37,9.76
GODREJCP,Mar 2024,-3.98,20.98,-4.45,18.69,-3.05
GRASIM,Mar 2013,13.54,21.23,19.22,20.28,8.56
GRASIM,Mar 2014,10.43,17.35,13.67,15.7,6.19
GRASIM,Mar 2015,8.14,16.21,11.16,14.67,4.78
GRASIM,Mar 2016,10.02,17.14,12.6,14.8,5.8
GRASIM,Mar 2017,11.77,20.48,13.53,18.19,6.77
GRASIM,Mar 2018,6.6,20.78,6.43,9.33,1.77
GRASIM,Mar 2019,3.56,21.55,4.73,11.68,1.14
GRASIM,Mar 2020,9.73,15.2,11.72,7.34,2.72
GRASIM,Mar 2021,9.14,24.39,10.67,12.89,2.61
GRASIM,Mar 2022,11.71,21.35,14.8,13.58,3.88
GRASIM,Mar 2023,9.42,18.35,14.07,11.88,3.29
GRASIM,Mar 2024,7.58,20.76,11.2,12.04,2.41
HAL,Mar 2016,11.92,14.79,1665.0,1795.65,1135.23
HAL,Mar 2017,14.57,18.03,1966.92,2397.04,1538.82
HAL,Mar 2018,10.73,18.68,1528.46,2601.5,1196.99
HAL,Mar 2019,11.73,22.84,1763.91,3240.43,1340.57
HAL,Mar 2020,13.25,22.76,2059.42,3485.71,1642.77
HAL,Mar 2021,14.16,23.34,2249.31,3560.67,1741.4
HAL,Mar 2022,20.66,22.01,3324.18,3284.85,2517.82
HAL,Mar 2023,21.58,24.77,3283.05,2977.23,2144.28
HAL,Mar 2024,25.0,32.09,3816.58,3027.64,1687.78
HAVELLS,Mar 2013,8.14,9.45,40.29,27.81,13.03
HAVELLS,Mar 2014,5.54,9.65,26.77,28.57,8.36
HAVELLS,Mar 2015,4.55,8.92,21.18,33.68,8.04
HAVELLS,Mar 2016,17.12,10.48,42.95,25.18,29.63
HAVELLS,Mar 2017,8.06,13.3,15.08,23.39,9.56
HAVELLS,Mar 2018,8.14,12.73,17.72,26.87,10.0
HAVELLS,Mar 2019,7.82,11.8,18.77,27.7,11.02
HAVELLS,Mar 2020,7.79,11.3,17.05,24.34,10.39
HAVELLS,Mar 2021,9.98,15.2,20.17,27.89,11.79
HAVELLS,Mar 2022,8.58,12.73,19.92,26.82,11.37
HAVELLS,Mar 2023,6.34,9.59,16.18,23.67,9.61
HAVELLS,Mar 2024,6.84,10.12,17.07,24.27,10.22
HCLTECH,Jun 2013,15.79,22.2,30.69,39.98,18.04
HCLTECH,Jun 2014,20.31,25.0,33.39,39.07,21.77
HCLTECH,Jun 2015,20.0,23.12,30.31,34.12,20.83
HCLTECH,Mar 2017,18.09,21.84,26.12,30.99,18.81
HCLTECH,Mar 2018,17.25,22.24,23.97,30.44,18.17
HCLTECH,Mar 2019,16.75,23.05,24.46,30.57,17.34
HCLTECH,Mar 2020,15.64,24.5,21.57,29.22,13.35
HCLTECH,Mar 2021,14.82,26.6,18.64,30.02,12.98
HCLTECH,Mar 2022,15.79,23.97,21.84,30.08,15.21
HCLTECH,Mar 2023,14.63,22.3,22.7,32.23,15.92
HCLTECH,Mar 2024,14.29,22.02,23.01,32.69,15.87
HDFCBANK,Mar 2013,19.25,35.22,18.84,3.39,1.69
HDFCBANK,Mar 2014,20.6,31.74,19.85,2.93,1.74
HDFCBANK,Mar 2015,21.12,31.9,16.95,2.82,1.76
HDFCBANK,Mar 2016,20.3,31.75,17.25,2.77,1.68
HDFCBANK,Mar 2017,20.9,32.56,16.69,2.86,1.72
HDFCBANK,Mar 2018,21.76,34.63,16.94,2.8,1.68
HDFCBANK,Mar 2019,21.34,33.15,14.61,2.82,1.74
HDFCBANK,Mar 2020,22.34,37.2,15.48,3.01,1.73
HDFCBANK,Mar 2021,24.78,40.81,15.18,3.05,1.77
HDFCBANK,Mar 2022,28.07,41.61,15.43,2.78,1.8
HDFCBANK,Mar 2023,27.03,36.92,15.94,2.6,1.82
HDFCBANK,Mar 2024,23.07,61.41,14.34,4.89,1.62
HDFCLIFE,Mar 2013,3.18,96.27,33.43,1012.34,1.07
HDFCLIFE,Mar 2014,4.22,96.48,37.6,858.97,1.39
HDFCLIFE,Mar 2015,2.89,96.79,30.93,1036.64,1.13
HDFCLIFE,Mar 2016,4.5,94.74,26.33,553.88,1.07
HDFCLIFE,Mar 2017,2.89,96.83,23.18,775.59,0.93
HDFCLIFE,Mar 2018,3.43,96.67,23.53,662.83,1.0
HDFCLIFE,Mar 2019,3.29,96.87,22.65,667.14,0.98
HDFCLIFE,Mar 2020,4.41,96.12,19.05,414.85,0.98
HDFCLIFE,Mar 2021,1.9,98.27,15.75,760.76,0.76
HDFCLIFE,Mar 2022,1.98,98.84,8.5,409.2,0.58
HDFCLIFE,Mar 2023,1.95,99.89,10.53,502.95,0.55
HDFCLIFE,Mar 2024,1.55,99.48,10.73,646.46,0.52
HEROMOTOCO,Mar 2014,8.32,85.94,37.38,367.73,20.77
HEROMOTOCO,Mar 2015,8.58,87.22,36.15,361.72,22.19
HEROMOTOCO,Mar 2016,10.94,84.45,35.23,265.09,24.13
HEROMOTOCO,Mar 2017,12.39,83.97,34.37,227.14,23.16
HEROMOTOCO,Mar 2018,11.47,83.57,31.09,222.33,21.39
HEROMOTOCO,Mar 2019,10.2,85.21,26.42,215.5,18.73
HEROMOTOCO,Mar 2020,12.51,86.09,25.4,169.49,18.6
HEROMOTOCO,Mar 2021,9.48,86.9,19.05,168.14,12.71
HEROMOTOCO,Mar 2022,7.88,88.98,14.7,159.83,10.36
HEROMOTOCO,Mar 2023,8.2,88.0,16.81,174.52,11.71
HEROMOTOCO,Mar 2024,9.9,86.15,21.14,177.84,14.31
HINDALCO,Mar 2013,3.75,90.4,8.51,78.56,2.49
HINDALCO,Mar 2014,2.5,90.85,5.41,75.62,1.59
HINDALCO,Mar 2015,0.25,91.52,0.68,89.36,0.18
HINDALCO,Mar 2016,-0.71,92.12,-1.73,84.12,-0.5
HINDALCO,Mar 2017,1.88,87.71,4.09,79.97,1.29
HINDALCO,Mar 2018,5.28,88.11,11.09,94.91,4.14
HINDALCO,Mar 2019,4.21,88.12,9.56,104.65,3.62
HINDALCO,Mar 2020,3.19,87.89,6.46,81.95,2.23
HINDALCO,Mar 2021,2.64,86.7,5.23,85.58,1.84
HINDALCO,Mar 2022,7.04,85.47,17.56,116.85,6.19
HINDALCO,Mar 2023,4.52,89.85,10.65,129.3,4.52
HINDALCO,Mar 2024,4.7,88.95,9.57,118.21,4.4
HINDUNILVR,Mar 2013,14.22,84.37,134.0,788.37,31.75
HINDUNILVR,Mar 2014,13.53,83.72,111.85,683.09,28.76
HINDUNILVR,Mar 2015,13.69,83.07,108.67,652.58,30.33
HINDUNILVR,Mar 2016,12.9,81.64,63.15,389.27,28.06
HINDUNILVR,Mar 2017,13.54,80.92,66.58,382.2,28.59
HINDUNILVR,Mar 2018,14.71,78.9,71.79,385.19,29.26
HINDUNILVR,Mar 2019,15.42,77.41,77.03,382.0,32.53
HINDUNILVR,Mar 2020,16.98,75.21,82.1,363.62,33.52
HINDUNILVR,Mar 2021,17.01,75.28,16.78,74.26,11.64
HINDUNILVR,Mar 2022,16.95,75.49,18.12,79.01,12.61
HINDUNILVR,Mar 2023,16.74,76.65,20.16,90.12,13.88
HINDUNILVR,Mar 2024,16.61,76.32,20.07,89.63,13.1
ICICIBANK,Mar 2013,22.57,70.59,14.73,5.69,1.5
ICICIBANK,Mar 2014,23.6,66.4,15.28,5.3,1.56
ICICIBANK,Mar 2015,23.55,70.53,15.28,5.68,1.57
ICICIBANK,Mar 2016,18.43,88.12,11.61,6.83,1.19
ICICIBANK,Mar 2017,18.61,104.76,10.84,7.93,1.15
ICICIBANK,Mar 2018,14.64,117.12,8.23,7.86,0.81
ICICIBANK,Mar 2019,7.9,116.38,4.98,8.33,0.46
ICICIBANK,Mar 2020,13.23,100.62,9.13,7.5,0.82
ICICIBANK,Mar 2021,22.84,102.41,12.92,7.24,1.29
ICICIBANK,Mar 2022,27.82,84.69,14.58,5.63,1.51
ICICIBANK,Mar 2023,29.29,72.57,16.53,5.44,1.81
ICICIBANK,Mar 2024,28.89,62.41,17.99,5.22,1.95
ICICIGI,Mar 2013,8.8,104.46,18.88,224.12,2.79
ICICIGI,Mar 2014,11.95,105.19,21.72,191.23,3.53
ICICIGI,Mar 2015,13.82,105.24,20.27,154.4,3.99
ICICIGI,Mar 2016,8.4,87.34,15.66,162.77,3.23
ICICIGI,Mar 2017,9.34,87.78,18.0,150.5,3.01
ICICIGI,Mar 2018,12.47,103.79,18.98,142.74,2.9
ICICIGI,Mar 2019,9.4,85.05,19.43,161.33,3.14
ICICIGI,Mar 2020,10.37,84.61,19.47,147.23,3.22
ICICIGI,Mar 2021,12.11,82.97,19.38,124.81,3.75
ICICIGI,Mar 2022,7.93,93.66,13.83,158.87,2.5
ICICIGI,Mar 2023,9.67,92.93,16.55,158.53,3.14
ICICIGI,Mar 2024,9.37,87.42,15.72,146.32,3.03
ICICIPRULI,Mar 2013,7.57,96.28,38.25,486.75,2.01
ICICIPRULI,Mar 2014,7.13,93.13,35.61,465.07,1.92
ICICIPRULI,Mar 2015,4.76,95.2,31.15,622.94,1.62
ICICIPRULI,Mar 2016,7.91,91.17,31.0,299.24,1.57
ICICIPRULI,Mar 2017,4.45,95.22,26.26,562.13,1.35
ICICIPRULI,Mar 2018,4.17,95.44,24.63,563.77,1.14
ICICIPRULI,Mar 2019,2.75,98.7,16.58,595.58,0.7
ICICIPRULI,Mar 2020,5.07,101.52,14.79,295.91,0.68
ICICIPRULI,Mar 2021,1.15,100.47,10.5,810.67,0.44
ICICIPRULI,Mar 2022,1.19,103.4,8.29,634.56,0.31
ICICIPRULI,Mar 2023,1.61,103.48,8.06,462.67,0.32
ICICIPRULI,Mar 2024,0.94,102.03,7.73,754.9,0.28
INDUSINDBK,Mar 2013,15.19,27.88,13.91,2.73,1.45
INDUSINDBK,Mar 2014,17.06,30.95,15.57,3.03,1.62
INDUSINDBK,Mar 2015,18.51,32.33,16.85,2.97,1.6
INDUSINDBK,Mar 2016,19.26,35.28,12.92,3.09,1.6
INDUSINDBK,Mar 2017,19.91,39.46,13.89,3.35,1.61
INDUSINDBK,Mar 2018,20.87,37.93,15.13,3.07,1.63
INDUSINDBK,Mar 2019,14.83,41.7,12.37,3.45,1.19
INDUSINDBK,Mar 2020,15.35,43.81,12.73,4.24,1.44
INDUSINDBK,Mar 2021,9.78,55.16,6.54,4.56,0.78
INDUSINDBK,Mar 2022,14.96,51.39,9.67,4.08,1.15
INDUSINDBK,Mar 2023,20.32,42.69,13.53,3.53,1.61
INDUSINDBK,Mar 2024,19.56,38.55,14.25,3.56,1.74
INFY,Mar 2013,23.37,28.59,24.82,30.37,20.38
INFY,Mar 2014,21.26,26.71,23.93,30.07,18.71
INFY,Mar 2015,23.2,27.91,24.39,29.33,18.66
INFY,Mar 2016,21.6,27.35,21.85,27.66,17.96
INFY,Mar 2017,20.96,27.17,20.81,26.97,17.26
INFY,Mar 2018,22.73,26.69,24.69,28.99,20.2
INFY,Mar 2019,18.64,24.4,23.73,31.06,18.33
INFY,Mar 2020,18.33,24.53,25.42,31.77,18.13
INFY,Mar 2021,19.33,27.76,25.44,34.15,18.07
INFY,Mar 2022,18.21,25.89,29.39,38.96,18.97
INFY,Mar 2023,16.43,23.94,31.97,41.97,19.35
INFY,Mar 2024,17.08,23.7,29.79,37.76,19.3
IOC,Mar 2013,0.79,3.0,5.75,9.08,1.5
IOC,Mar 2014,1.43,3.53,10.26,10.58,2.62
IOC,Mar 2015,1.08,2.35,7.08,7.91,2.08
IOC,Mar 2016,3.59,6.37,13.8,14.84,5.36
IOC,Mar 2017,5.74,9.61,19.97,20.65,7.45
IOC,Mar 2018,5.37,9.88,19.87,23.2,7.65
IOC,Mar 2019,3.27,6.68,15.36,16.85,5.15
IOC,Mar 2020,-0.39,3.32,-1.97,7.13,-0.57
IOC,Mar 2021,5.98,10.97,19.46,17.48,6.13
IOC,Mar 2022,4.37,8.1,19.27,17.98,6.26
IOC,Mar 2023,1.39,3.65,8.38,10.63,2.65
IOC,Mar 2024,5.56,9.74,23.53,23.94,8.94
IRCTC,Mar 2015,12.37,14.35,29.5,34.23,11.27
IRCTC,Mar 2016,13.83,13.9,34.87,35.06,13.15
IRCTC,Mar 2017,15.07,20.66,29.1,39.9,12.54
IRCTC,Mar 2018,15.08,18.69,23.14,28.69,9.53
IRCTC,Mar 2019,16.52,20.48,28.85,35.76,11.91
IRCTC,Mar 2020,22.66,31.05,39.04,53.5,15.83
IRCTC,Mar 2021,24.07,24.2,12.84,12.25,5.93
IRCTC,Mar 2022,35.13,46.51,35.29,44.25,16.99
IRCTC,Mar 2023,28.41,36.04,40.6,49.8,19.77
IRCTC,Mar 2024,26.02,34.33,34.4,44.56,18.24
IRFC,Mar 2013,9.41,99.6,8.16,8.49,0.74
IRFC,Mar 2014,11.31,99.69,9.27,7.97,0.84
IRFC,Mar 2015,10.92,99.51,8.73,8.64,0.86
IRFC,Mar 2016,11.31,99.48,7.37,7.54,0.78
IRFC,Mar 2017,10.32,99.71,7.78,7.62,0.72
IRFC,Mar 2018,22.18,99.59,14.75,6.24,1.27
IRFC,Mar 2019,20.25,99.56,9.01,5.57,1.09
IRFC,Mar 2020,23.78,99.51,10.54,5.05,1.16
IRFC,Mar 2021,28.0,99.28,12.3,4.36,1.16
IRFC,Mar 2022,30.0,99.4,14.85,4.7,1.35
IRFC,Mar 2023,26.0,99.44,13.8,5.09,1.26
IRFC,Mar 2024,24.06,99.5,13.04,5.75,1.32
ITC,Mar 2013,24.37,35.49,33.27,48.24,21.81
ITC,Mar 2014,25.49,37.05,33.05,47.6,22.04
ITC,Mar 2015,25.19,36.72,30.81,44.53,21.28
ITC,Mar 2016,24.24,37.08,22.26,33.98,18.39
ITC,Mar 2017,24.5,36.17,22.57,33.3,18.74
ITC,Mar 2018,26.45,38.02,21.89,31.44,17.89
ITC,Mar 2019,26.55,38.35,21.7,31.34,17.89
ITC,Mar 2020,31.57,39.17,23.89,29.51,20.17
ITC,Mar 2021,27.17,34.64,22.18,28.15,18.14
ITC,Mar 2022,25.56,34.01,24.82,32.89,20.08
ITC,Mar 2023,27.46,36.24,28.16,37.0,22.69
ITC,Mar 2024,29.28,37.02,27.85,35.07,22.62
JINDALSTEL,Mar 2013,14.9,30.83,13.89,13.31,5.17
JINDALSTEL,Mar 2014,9.83,30.07,8.39,9.83,2.75
JINDALSTEL,Mar 2015,-7.48,28.16,-6.9,8.21,-1.92
JINDALSTEL,Mar 2016,-15.86,17.65,-9.52,4.34,-3.34
JINDALSTEL,Mar 2017,-11.75,21.8,-8.45,6.2,-2.8
JINDALSTEL,Mar 2018,-4.85,19.43,-5.32,8.82,-1.81
JINDALSTEL,Mar 2019,-5.14,17.91,-7.52,11.74,-2.71
JINDALSTEL,Mar 2020,-1.05,18.01,-1.24,9.91,-0.45
JINDALSTEL,Mar 2021,12.34,31.62,13.41,17.71,5.48
JINDALSTEL,Mar 2022,13.22,30.32,18.99,31.58,8.83
JINDALSTEL,Mar 2023,7.47,18.68,10.27,19.21,5.72
JINDALSTEL,Mar 2024,11.8,20.26,13.41,16.78,7.55
JIOFIN,Mar 2023,68.89,86.67,0.03,0.03,0.03
JIOFIN,Mar 2024,86.52,84.04,1.15,1.12,1.11
JSWENERGY,Mar 2013,10.16,31.58,14.52,16.89,4.42
JSWENERGY,Mar 2014,8.79,37.64,11.57,19.52,3.95
JSWENERGY,Mar 2015,14.53,38.77,18.06,21.56,6.99
JSWENERGY,Mar 2016,14.86,41.01,15.05,16.4,5.12
JSWENERGY,Mar 2017,7.54,40.23,6.01,13.45,2.19
JSWENERGY,Mar 2018,1.06,33.71,0.77,11.8,0.32
JSWENERGY,Mar 2019,7.49,31.24,5.79,12.76,2.64
JSWENERGY,Mar 2020,13.07,35.74,9.28,13.76,4.34
JSWENERGY,Mar 2021,11.89,42.08,5.67,12.73,3.14
JSWENERGY,Mar 2022,21.34,43.74,10.01,13.55,5.71
JSWENERGY,Mar 2023,14.32,31.77,7.94,7.51,3.06
JSWENERGY,Mar 2024,15.02,46.86,8.28,10.27,2.99
JSWSTEEL,Mar 2013,2.43,17.04,5.44,16.83,1.62
JSWSTEEL,Mar 2014,0.78,17.9,1.9,16.17,0.52
JSWSTEEL,Mar 2015,3.25,17.68,7.73,15.34,2.01
JSWSTEEL,Mar 2016,-1.16,15.46,-2.54,10.5,-0.59
JSWSTEEL,Mar 2017,6.24,22.14,15.31,18.65,3.94
JSWSTEEL,Mar 2018,8.5,20.74,21.83,22.13,6.65
JSWSTEEL,Mar 2019,8.88,22.33,21.62,23.03,6.55
JSWSTEEL,Mar 2020,5.34,16.11,10.71,12.05,2.97
JSWSTEEL,Mar 2021,9.86,25.27,16.84,18.49,5.31
JSWSTEEL,Mar 2022,14.3,26.72,31.11,28.03,10.66
JSWSTEEL,Mar 2023,2.49,11.13,6.3,12.6,1.97
JSWSTEEL,Mar 2024,5.13,16.09,11.55,17.0,3.94
KOTAKBANK,Mar 2013,20.65,60.92,14.66,6.55,1.93
KOTAKBANK,Mar 2014,21.08,58.84,13.24,6.72,2.07
KOTAKBANK,Mar 2015,23.31,72.96,14.01,7.69,2.09
KOTAKBANK,Mar 2016,17.27,56.57,10.56,5.42,1.46
KOTAKBANK,Mar 2017,22.48,66.44,13.04,6.09,1.82
KOTAKBANK,Mar 2018,24.9,66.87,12.4,5.6,1.85
KOTAKBANK,Mar 2019,24.15,66.23,12.47,5.65,1.82
KOTAKBANK,Mar 2020,25.67,67.45,12.9,5.74,1.94
KOTAKBANK,Mar 2021,30.44,90.83,11.85,7.25,2.09
KOTAKBANK,Mar 2022,35.83,90.98,12.51,6.64,2.21
KOTAKBANK,Mar 2023,35.41,79.44,13.35,6.31,2.41
KOTAKBANK,Mar 2024,32.39,83.67,14.01,7.23,2.37
LICI,Mar 2019,0.46,1.04,324.32,2.19,0.08
LICI,Mar 2020,0.43,-1.11,270.46,-2.73,0.08
LICI,Mar 2021,0.43,-0.04,43.2,-3.66,0.08
LICI,Mar 2022,0.57,0.46,36.38,29.33,0.1
LICI,Mar 2023,4.59,4.36,77.86,73.99,0.79
LICI,Mar 2024,4.84,3.87,49.45,39.61,0.77
LODHA,Mar 2011,12.15,23.47,35.48,8.04,2.79
LODHA,Mar 2012,12.9,24.51,33.84,13.44,4.11
LODHA,Mar 2015,12.8,23.52,24.23,9.69,2.85
LODHA,Mar 2016,8.52,25.77,17.69,11.94,2.27
LODHA,Mar 2017,7.37,20.36,14.48,7.98,1.72
LODHA,Mar 2018,8.21,17.38,15.41,6.06,1.97
LODHA,Mar 2019,13.81,26.7,42.8,10.78,3.3
LODHA,Mar 2020,5.96,15.41,16.3,8.34,1.82
LODHA,Mar 2021,0.88,25.38,1.04,6.07,0.12
LODHA,Mar 2022,13.08,23.68,9.98,9.25,3.15
LODHA,Mar 2023,5.17,21.8,3.87,9.5,1.25
LODHA,Mar 2024,15.06,25.83,8.9,10.59,3.29
LT,Mar 2013,7.11,15.31,395.15,724.35,227.28
LT,Mar 2014,5.74,16.56,303.42,818.95,183.23
LT,Mar 2015,5.4,17.06,245.11,698.93,166.76
LT,Mar 2016,4.54,15.31,216.09,710.37,146.38
LT,Mar 2017,5.93,15.2,206.3,528.63,146.84
LT,Mar 2018,6.69,16.8,207.36,521.01,149.97
LT,Mar 2019,7.56,16.91,208.81,467.32,153.32
LT,Mar 2020,7.49,16.88,201.59,388.74,123.58
LT,Mar 2021,9.5,17.25,176.9,289.56,120.69
LT,Mar 2022,6.66,15.53,72.92,167.15,50.65
LT,Mar 2023,6.83,14.82,75.52,149.82,53.37
LT,Mar 2024,7.03,13.51,77.67,135.2,56.44
LTIM,Mar 2013,14.59,22.59,41.97,55.31,24.14
LTIM,Mar 2014,20.24,23.31,61.86,66.69,37.36
LTIM,Mar 2015,15.45,20.19,37.96,44.79,25.82
LTIM,Mar 2016,14.3,17.58,39.34,47.16,26.65
LTIM,Mar 2017,14.94,18.92,30.88,39.12,21.98
LTIM,Mar 2018,15.22,16.25,28.81,30.75,20.84
LTIM,Mar 2019,16.05,19.93,30.98,38.48,22.75
LTIM,Mar 2020,13.97,18.65,28.13,32.12,17.24
LTIM,Mar 2021,15.67,22.03,26.53,33.63,18.1
LTIM,Mar 2022,15.13,20.1,27.65,36.09,19.2
LTIM,Mar 2023,13.29,18.41,26.58,33.68,18.78
LTIM,Mar 2024,12.91,17.98,22.9,28.91,16.65
M&M,Mar 2013,6.01,13.27,20.69,18.73,5.42
M&M,Mar 2014,6.96,13.74,22.11,17.39,5.86
M&M,Mar 2015,4.73,12.31,13.08,13.79,3.58
M&M,Mar 2016,4.69,13.29,13.42,14.82,3.56
M&M,Mar 2017,4.84,12.81,13.6,13.67,3.56
M&M,Mar 2018,8.64,14.36,21.64,14.27,5.84
M&M,Mar 2019,5.75,14.52,15.05,13.72,3.72
M&M,Mar 2020,-0.43,13.48,-0.8,8.32,-0.19
M&M,Mar 2021,2.04,15.46,3.64,9.4,0.92
M&M,Mar 2022,8.04,16.28,15.39,11.77,4.21
M&M,Mar 2023,9.38,16.73,20.18,13.65,5.57
M&M,Mar 2024,8.82,17.9,18.54,14.24,5.23
MARUTI,Mar 2013,5.58,9.84,12.98,21.17,8.98
MARUTI,Mar 2014,6.41,11.92,13.28,22.6,9.07
MARUTI,Mar 2015,7.5,13.57,15.66,27.59,11.05
MARUTI,Mar 2016,9.55,15.67,17.95,29.25,12.87
MARUTI,Mar 2017,11.03,15.31,20.26,27.75,14.46
MARUTI,Mar 2018,9.87,15.18,18.52,28.39,13.08
MARUTI,Mar 2019,8.89,12.85,16.25,23.4,11.96
MARUTI,Mar 2020,7.5,9.72,11.49,14.83,8.92
MARUTI,Mar 2021,6.24,7.69,8.36,10.2,6.15
MARUTI,Mar 2022,4.39,6.51,7.01,10.32,5.2
MARUTI,Mar 2023,6.98,11.08,11.08,17.3,8.26
MARUTI,Mar 2024,9.51,13.13,15.75,21.72,11.7
MOTHERSON,Mar 2013,1.79,5.85,19.75,20.58,3.55
MOTHERSON,Mar 2014,3.61,7.88,37.07,30.73,7.2
MOTHERSON,Mar 2015,3.73,8.21,38.87,33.64,7.41
MOTHERSON,Mar 2016,4.77,9.53,40.35,33.9,9.02
MOTHERSON,Mar 2017,5.13,9.84,26.26,22.4,6.8
MOTHERSON,Mar 2018,4.01,9.11,22.87,25.31,6.11
MOTHERSON,Mar 2019,3.3,8.42,19.14,23.77,4.91
MOTHERSON,Mar 2020,2.13,7.66,11.49,19.08,2.87
MOTHERSON,Mar 2021,2.73,7.62,12.49,17.84,3.29
MOTHERSON,Mar 2022,1.85,7.39,5.74,13.58,2.12
MOTHERSON,Mar 2023,2.12,7.93,7.44,17.25,2.72
MOTHERSON,Mar 2024,3.06,9.45,11.55,20.23,3.59
NAUKRI,Mar 2013,16.1,25.64,12.5,19.87,9.21
NAUKRI,Mar 2014,10.58,17.11,8.93,14.41,5.66
NAUKRI,Mar 2015,-1.91,2.87,-0.99,1.48,-0.63
NAUKRI,Mar 2016,15.78,12.17,7.65,5.89,6.13
NAUKRI,Mar 2017,-4.84,-1.01,-2.7,-0.56,-2.09
NAUKRI,Mar 2018,50.71,22.17,24.5,10.7,19.3
NAUKRI,Mar 2019,51.43,0.78,23.28,0.35,18.56
NAUKRI,Mar 2020,-18.75,-26.68,-11.21,-15.4,-8.5
NAUKRI,Mar 2021,125.71,6.56,26.28,1.36,22.54
NAUKRI,Mar 2022,810.7,28.07,74.71,2.58,62.89
NAUKRI,Mar 2023,-2.98,14.83,-0.52,2.58,-0.42
NAUKRI,Mar 2024,23.46,28.04,1.97,2.33,1.65
NESTLEIND,Dec 2013,12.27,21.4,47.17,54.77,17.69
NESTLEIND,Dec 2014,12.02,20.69,41.77,71.37,20.36
